Company_Brand,HeadQuarter,Sector,Amount,Funding Year
True Elements,Pune,Other,1000000,2021
Nao Spirits & Beverages Pvt Ltd,Delhi,Agriculture and Food Production,2000000,2021
PurpleTutor,Mumbai,Education,300000,2021
Karkhana.io,Mumbai,Manufacturing,1500000,2021
SSA Finserv,Mumbai,Banking and Financial Services,3000000,2021
CoinSwitch Kuber,Bengaluru,Blockchain,15000000,2021
Paperfly,Bengaluru,E-Commerce and Retail,11000000,2021
Infra.Market,Thane,E-Commerce and Retail,6000000,2021
ReadyAssist,Bengaluru,Transportation and Tourism,1000000,2021
Chalo,Mumbai,Other,7000000,2021
Udaan,Bengaluru,E-Commerce and Retail,280000000,2021
Unacademy,Bengaluru,Education,50000000,2021
Ergos,Samsitpur,Other,3000000,2021
Bolkar,Bengaluru,Media and Entertainment,0,2021
Wright Research,Mumbai,Banking and Financial Services,0,2021
Knocksense,Lucknow,Media and Entertainment,200000,2021
Pariksha,Pune,Education,1800000,2021
Toothsi,Mumbai,Healthcare and Fitness,5000000,2021
Jumbotail,Bengaluru,Other,14300000,2021
Phi Commerce,Pune,Banking and Financial Services,4000000,2021
Zupee,Gurgaon,Media and Entertainment,10000000,2021
Oneiric Gaming,Chandigarh,Media and Entertainment,0,2021
Finsall,Bengaluru,Banking and Financial Services,300000,2021
Legalwiz.in,Ahmedabad,Career and Personal Development,500000,2021
Practically,Telangana,Education,4000000,2021
Cred,Bengaluru,Banking and Financial Services,81000000,2021
Devic Earth,Bengaluru,Other,1000000,2021
Zerone,Gurgaon,Banking and Financial Services,1300000,2021
boAt,Mumbai,Fashion and Beauty,100000000,2021
Pocket Aces,Mumbai,Media and Entertainment,2000000,2021
Kyt,Bengaluru,Education,5000000,2021
iMumz,Bengaluru,Healthcare and Fitness,300000,2021
BharatPe,Delhi,Banking and Financial Services,8200000,2021
CropIn,Bengaluru,Other,20000000,2021
Vanity Wagon,Haryana,Fashion and Beauty,200000,2021
Oyo,Gurgaon,Events and Hospitality,7000000,2021
Agri10x,Pune,Other,0,2021
BlackSoil,Mumbai,Banking and Financial Services,4000000,2021
HobSpace,Mumbai,Education,100000,2021
DcodeAI,Delhi,Education,500000,2021
Biocon Biologics,Bengaluru,Information Technology (IT),70000000,2021
KiranaKart,Mumbai,E-Commerce and Retail,720000,2021
Meddo,Gurgaon,Healthcare and Fitness,3000000,2021
SP Robotic Works,Chennai,Education,3000000,2021
3SC,Gurugram,Transportation and Tourism,15000000,2021
Chai Waale,Chennai,Agriculture and Food Production,600000,2021
Minimalist,Jaipur,Fashion and Beauty,10000000,2021
Biconomy,Delhi,Blockchain,9000000,2021
Fixcraft,Gurugram,Manufacturing,1000000,2021
Slice,Bengaluru,Banking and Financial Services,10000000,2021
90+ My Tuition App,Bengaluru,Education,5000000,2021
Wasabi,Bengaluru,Career and Personal Development,1800000,2021
Strata,Bengaluru,Other,6000000,2021
Ourbetterplanet,Bengaluru,E-Commerce and Retail,300000,2021
Murf.ai,Bengaluru,Other,1500000,2021
JetSynthesys,Pune,Media and Entertainment,2000000,2021
MYFITNESS,Silvassa,Healthcare and Fitness,1000000,2021
I am Love,Mumbai,Healthcare and Fitness,4000000,2021
MyGlamm,Mumbai,E-Commerce and Retail,40000000,2021
Gumlet,Bengaluru,Other,1600000,2021
Eloelo,Bengaluru,Media and Entertainment,2000000,2021
Edukemy,Noida,Education,2000000,2021
Zingbus,Gurugram,Other,5000000,2021
NewsReach,Ahmedabad,Media and Entertainment,300000,2021
Pencilton,Hyderabad,Banking and Financial Services,330000,2021
Bandhoo,Gurugram,Other,1000000,2021
ixigo,Gurugram,Other,53000000,2021
The Whole Truth,Mumbai,Agriculture and Food Production,6000000,2021
Insane AI,Bengaluru,Healthcare and Fitness,800000,2021
Learn4o Technology,Jaipur,Education,0,2021
Droom,Gurugram,Manufacturing,200000000,2021
Skymet,Noida,Water and Environment,1000000,2021
Go Swift,Bengaluru,E-Commerce and Retail,2000000,2021
Mamaearth,Gurugram,Healthcare and Fitness,50000000,2021
G.O.A.T,Bengaluru,E-Commerce and Retail,36000000,2021
Keeros,Lucknow,Agriculture and Food Production,0,2021
ReDesyn,Mumbai,E-Commerce and Retail,300000,2021
Inspacco,Pune,Career and Personal Development,200000,2021
Knorish,Gurugram,Education,1000000,2021
Dozee,Bengaluru,Healthcare and Fitness,5000000,2021
BlackBuck,Bengaluru,Transportation and Tourism,67000000,2021
Mailmodo,Bengaluru,E-Commerce and Retail,2000000,2021
SuperBeings,Bengaluru,Information Technology (IT),0,2021
NirogStreet,Delhi,Healthcare and Fitness,2500000,2021
Hyreo,Thiruvananthapuram,Career and Personal Development,0,2021
GODI Energy,Hyderabad,Manufacturing,0,2021
Even,Bengaluru,Healthcare and Fitness,5000000,2021
Captain Fresh,Bengaluru,Transportation and Tourism,12000000,2021
Otipy,Gurugram,Agriculture and Food Production,10200000,2021
Lenskart,Faridabad,Fashion and Beauty,220000000,2021
Eka.care,Bengaluru,Healthcare and Fitness,4500000,2021
Braingroom,Chennai,Education,200000,2021
Edvizo,Bengaluru,E-Commerce and Retail,1000000,2021
Credenc,Delhi,Banking and Financial Services,25000000,2021
GlobalBees,Delhi,E-Commerce and Retail,150000000,2021
Spinny,Gurugram,Manufacturing,108000000,2021
Mynvax,Bengaluru,Information Technology (IT),4000000,2021
RiseBird,Pune,Career and Personal Development,500000,2021
Uvi Health,Bengaluru,Healthcare and Fitness,330000,2021
Vegrow,Bengaluru,Agriculture and Food Production,13000000,2021
Automovill,Bengaluru,Manufacturing,500000,2021
NFTically,Gurugram,Other,0,2021
HealthifyMe,Bengaluru,Healthcare and Fitness,75000000,2021
GalaxyCard,Gurugram,Banking and Financial Services,450000,2021
Bella Vita Organic,Gurugram,Healthcare and Fitness,10000000,2021
SmartCoin,Bengaluru,Banking and Financial Services,10000000,2021
CareerNinja,Mumbai,Education,0,2021
MYSUN,Delhi,Other,2000000,2021
Sea6 Energy,Bengaluru,Information Technology (IT),9000000,2021
Beco,Mumbai,E-Commerce and Retail,500000,2021
OneCode,Bengaluru,Information Technology (IT),5000000,2021
MedPay,Bengaluru,Information Technology (IT),1200000,2021
Inshorts,Noida,Information Technology (IT),60000000,2021
Digantara,Bengaluru,Information Technology (IT),2500000,2021
Aqgromalin,Chennai,Other,700000,2021
Square Yards,Gurugram,Other,25000000,2021
OYO,Gurugram,Events and Hospitality,660000000,2021
Slang Labs,Bengaluru,Information Technology (IT),0,2021
NirogGyan,Gurugram,Healthcare and Fitness,0,2021
Ola Electric,Bengaluru,Manufacturing,100000000,2021
Bikry app,Noida,Information Technology (IT),1300000,2021
Oliveboard,Bengaluru,Education,3000000,2021
Little Leap,Delhi,Education,300000,2021
Trell,Bengaluru,E-Commerce and Retail,45000000,2021
Kredent,Kolkata,Education,1000000,2021
EasyAspataal,Mumbai,Healthcare and Fitness,500000,2021
SMOOR,Bengaluru,Agriculture and Food Production,0,2021
Pankhuri,Bengaluru,Social Development,3200000,2021
Arcana,Bengaluru,Information Technology (IT),370000,2021
AdmitKard,Noida,Education,1000000,2021
UrbanKisaan,Hyderabad,Agriculture and Food Production,0,2021
Aquaconnect,Chennai,Agriculture and Food Production,4000000,2021
Vah Vah!,Bengaluru,Education,1800000,2021
LetsDressUp,Gurugram,Fashion and Beauty,300000,2021
Sapio Analytics,Mumbai,Information Technology (IT),150000,2021
BHyve,Mumbai,Career and Personal Development,300000,2021
Indi Energy,Roorkee,Other,0,2021
The Ayurveda Co,Gurugram,E-Commerce and Retail,0,2021
Pratilipi,Bengaluru,Information Technology (IT),48000000,2021
Ati Motors,Bengaluru,Manufacturing,35000000,2021
peAR,Mumbai,Information Technology (IT),300000,2021
Gourmet Garden,Bengaluru,Agriculture and Food Production,3000000,2021
The Sleep Company,Mumbai,E-Commerce and Retail,1000000,2021
TyrePlex,Delhi,E-Commerce and Retail,0,2021
ION Energy,Mumbai,Manufacturing,3600000,2021
Digit Insurance,Bengaluru,Banking and Financial Services,200000000,2021
FRAAZO,Mumbai,Agriculture and Food Production,11000000,2021
Licious,Bengaluru,Agriculture and Food Production,192000000,2021
WinZO,Delhi,Media and Entertainment,65000000,2021
Furlenco,Bengaluru,E-Commerce and Retail,100000000,2021
Skylark Drones,Bengaluru,Transportation and Tourism,3000000,2021
Leegality,Gurugram,Information Technology (IT),0,2021
Arcatron Mobility,Pune,Healthcare and Fitness,0,2021
TWID,Bengaluru,Banking and Financial Services,2500000,2021
PeakPerformer,Bengaluru,Education,0,2021
MyMobiForce,Noida,Information Technology (IT),1400000,2021
Pine Labs,Noida,Information Technology (IT),600000,2021
Genworks Health,Bengaluru,Healthcare and Fitness,2000000,2021
Pocketly,Bengaluru,Banking and Financial Services,0,2021
Neverinstall,Bengaluru,Information Technology (IT),370000,2021
CoRover,Bengaluru,Information Technology (IT),0,2021
BeatO,Delhi,Healthcare and Fitness,5000000,2021
Earth Rhythm,Gurugram,Fashion and Beauty,1200000,2021
Fountain9,Mumbai,Information Technology (IT),1900000,2021
Rockclimber,Bengaluru,Agriculture and Food Production,1000000,2021
SpEd@home,Mumbai,Education,300000,2021
CanPe,Bengaluru,Information Technology (IT),0,2021
Green Soul,Ambernath,E-Commerce and Retail,200000,2021
Shiprocket,Delhi,Transportation and Tourism,41000000,2021
DealShare,Bengaluru,E-Commerce and Retail,144000000,2021
Teachmint,Bengaluru,Education,20000000,2021
Vahak,Bengaluru,Transportation and Tourism,5000000,2021
goSTOPS,Delhi,Events and Hospitality,1000000,2021
Codedamn,Delhi,Information Technology (IT),0,2021
Biocraft Innovation Technology,Noida,Water and Environment,0,2021
Powerplay,Bengaluru,Other,5200000,2021
Accio Robotics,Bengaluru,Manufacturing,0,2021
Delhivery,Gurugram,Transportation and Tourism,270000000,2021
Avishkaar,Delhi,Education,600000,2021
Jobsgaar,Delhi,Career and Personal Development,140000,2021
Almo,Gurugram,E-Commerce and Retail,0,2021
Breathe Well-being,Delhi,Healthcare and Fitness,1000000,2021
GalaxEye,Chennai,Information Technology (IT),0,2021
Good Health Clinic,Hyderabad,Healthcare and Fitness,5000000,2021
Urban Company,Delhi,Other,250000000,2021
MYBYK,Ahmadabad,E-Commerce and Retail,1000000,2021
Locus,Bengaluru,Transportation and Tourism,50000000,2021
Crejo.Fun,Bengaluru,Education,3000000,2021
Bambinos,Bengaluru,Education,500000,2021
KreditBee,Bengaluru,Banking and Financial Services,8000000,2021
Spardha,Pune,Education,400000,2021
Onelife Nutriscience,Mumbai,Healthcare and Fitness,0,2021
Flatheads,Bengaluru,Fashion and Beauty,0,2021
Fable Fintech,Mumbai,Banking and Financial Services,0,2021
Holisol,Delhi,Transportation and Tourism,3000000,2021
Now&Me,Delhi,Healthcare and Fitness,1000000,2021
Fyllo,Bengaluru,Other,400000,2021
Cora Health,Bengaluru,Healthcare and Fitness,0,2021
Blaer Motors,Chennai,Other,300000,2021
Swiflearn,Gurugram,Education,3000000,2021
Cashfree,Bengaluru,Banking and Financial Services,0,2021
QuickSell,Mumbai,E-Commerce and Retail,2000000,2021
Truemeds,Mumbai,Healthcare and Fitness,5000000,2021
Candes,Delhi,E-Commerce and Retail,3000000,2021
MediBuddy,Bengaluru,Healthcare and Fitness,3000000,2021
F5,Delhi,Agriculture and Food Production,300000,2021
Capital Float,Bengaluru,Banking and Financial Services,6000000,2021
IntelleWings,Panchkula,Other,100000,2021
Shyplite,Delhi,Transportation and Tourism,1000000,2021
Refyne,Bengaluru,Banking and Financial Services,20000000,2021
Greenjoules,Pune,Energy,4500000,2021
MentorKart,Delhi,Career and Personal Development,150000,2021
Leverage Edu,Delhi,Education,2000000,2021
Kale Logistics,Thane,Transportation and Tourism,5000000,2021
CustomerGlu,Bengaluru,Other,320000,2021
Cell Propulsion,Bengaluru,Transportation and Tourism,2000000,2021
Wellbeing Nutrition,Mumbai,Healthcare and Fitness,0,2021
Pee Safe,Gurugram,Healthcare and Fitness,3000000,2021
Chqbook,Delhi,Banking and Financial Services,1000000,2021
SimpliContract,Bengaluru,Information Technology (IT),1800000,2021
Dropshop,Bengaluru,Transportation and Tourism,1000000,2021
Jumbotail,Bengaluru,E-Commerce and Retail,4000000,2021
BYJU'S,Bengaluru,Education,350000000,2021
Power Gummies,Delhi,Other,1000000,2021
Convosight,Delhi,Other,9000000,2021
Junio,Delhi,Banking and Financial Services,600000,2021
Wherehouse.io,Delhi,Transportation and Tourism,0,2021
Flexmoney,Mumbai,Banking and Financial Services,4800000,2021
Fampay,Bengaluru,Banking and Financial Services,38000000,2021
Apna,Bengaluru,Career and Personal Development,70000000,2021
XYXX Apparels,Surat,Fashion and Beauty,4000000,2021
WaterScience,Bengaluru,E-Commerce and Retail,0,2021
BrowserStack,Mumbai,Other,200000000,2021
Vital,Delhi,Banking and Financial Services,3000000,2021
Juicy chemistry,Coimbatore,Healthcare and Fitness,0,2021
Samaaro,Bengaluru,Other,125000,2021
Imagimake,Mumbai,Career and Personal Development,500000,2021
MSMEx,Andheri,Education,1000000,2021
RenewBuy,Gurugram,Banking and Financial Services,45000000,2021
saarthi.ai,Bengaluru,Other,0,2021
Kutumb,Bengaluru,Other,26000000,2021
Superplum,Noida,Other,3800000,2021
Upside AI,Mumbai,Banking and Financial Services,1200000,2021
PazCare,Bengaluru,Banking and Financial Services,0,2021
Answer Genomics,Bengaluru,Healthcare and Fitness,0,2021
Skillmatics,Mumbai,Education,6000000,2021
Bimaplan,Bengaluru,Banking and Financial Services,2500000,2021
Bueno Finance,Gurugram,Banking and Financial Services,3000000,2021
CityMall,Gurugram,E-Commerce and Retail,22000000,2021
BYJU’S,Bengaluru,Education,50000000,2021
India Quotient,Mumbai,Other,64000000,2021
The Switch Fix,Gurugram,Healthcare and Fitness,0,2021
Anvidha Technologies,Haryana,Information Technology (IT),1500000,2021
DigiSparsh,Mumbai,Banking and Financial Services,0,2021
CoffeeMug.ai,Delhi,Other,620000,2021
Pathfndr.io,Bengaluru,Other,0,2021
BigLeap,Hyderabad,Career and Personal Development,600000,2021
Kazam,Bengaluru,Transportation and Tourism,900000,2021
MYRE Capital,Mumbai,E-Commerce and Retail,0,2021
BimaPe,Mumbai,Banking and Financial Services,500000,2021
MicroDegree,Mangalore,Education,0,2021
Saarthi Pedagogy,Ahmadabad,Education,1000000,2021
Synapsica,Delhi,Healthcare and Fitness,4000000,2021
Kwik Foods,Gurugram,Agriculture and Food Production,0,2021
Plutomen,Ahmadabad,Other,300000,2021
GoMechanic,Gurugram,Manufacturing,42000000,2021
Grinntech,Chennai,Manufacturing,2000000,2021
Nobel Hygiene,Mumbai,Healthcare and Fitness,60000000,2021
Green Cure,Delhi,Healthcare and Fitness,0,2021
Classplus,Noida,Education,65000000,2021
WINDO,Hyderabad,E-Commerce and Retail,500000,2021
ApnaKlub,Bengaluru,E-Commerce and Retail,0,2021
LegalPay,Delhi,Banking and Financial Services,0,2021
Lavado,Mumbai,E-Commerce and Retail,0,2021
Navars,Hyderabad,Education,0,2021
GoBolt,Gurugram,Transportation and Tourism,20000000,2021
Loco,Bengaluru,Media and Entertainment,9000000,2021
Auric,Delhi,Healthcare and Fitness,2000000,2021
Edmingle,Bengaluru,Education,300000,2021
Slice,Bengaluru,Banking and Financial Services,20000000,2021
Humit,Bengaluru,Other,0,2021
Airblack,Gurugram,Other,5200000,2021
NIRAMAI,Bengaluru,Healthcare and Fitness,0,2021
Intervue,Delhi,Other,0,2021
Nestroots,Gurugram,Fashion and Beauty,100000,2021
Detect Technologies,Chennai,Manufacturing,12000000,2021
CredR,Bengaluru,Manufacturing,6500000,2021
Fourth Partner Energy,Hyderabad,Other,125000000,2021
TABLT,Kolkata,Healthcare and Fitness,3000000,2021
Hesa,Hyderabad,Other,2000000,2021
Powerhouse91,Gurugram,E-Commerce and Retail,0,2021
Nalanda Learning,Kolkata,Education,5000000,2021
Chargeup,Delhi,Energy,0,2021
Knackit,Bengaluru,Other,100000,2021
Treebo Hotels,Bengaluru,Events and Hospitality,16000000,2021
Raptee Energy,Chennai,Manufacturing,700000,2021
Meddo,Gurugram,Healthcare and Fitness,6000000,2021
Supertails,Bengaluru,Other,2600000,2021
SkilloVilla,Bengaluru,Education,300000,2021
Cancer Clinics,Telangana,Healthcare and Fitness,1500000,2021
Velocity,Bengaluru,Banking and Financial Services,1300000,2021
Happy Jars,Delhi,Agriculture and Food Production,400000,2021
Inshorts,Noida,Media and Entertainment,40000000,2021
ExtraaEdge,Pune,Other,1000000,2021
Zotalabs,Pune,Information Technology (IT),1250000,2021
Voiro,Bengaluru,Media and Entertainment,1800000,2021
Dream Sports,Mumbai,Media and Entertainment,400000000,2021
Safex Chemicals,Delhi,Other,50000000,2021
Instoried,Bengaluru,Information Technology (IT),0,2021
Rupifi,Bengaluru,Banking and Financial Services,4100000,2021
Moneyboxx,Mumbai,Banking and Financial Services,3000000,2021
CityMall,Gurugram,E-Commerce and Retail,11000000,2021
Janani,Bengaluru,Healthcare and Fitness,1000000,2021
ReshaMandi,Bengaluru,Other,1700000,2021
Bombay Shaving Company,Delhi,Career and Personal Development,2000000,2021
DotPe,Gurugram,Banking and Financial Services,27000000,2021
Homingos,Bengaluru,Information Technology (IT),0,2021
Anar Business Community,Mumbai,Information Technology (IT),0,2021
Five Star Finance,Chennai,Banking and Financial Services,234000000,2021
Settlrs,Bengaluru,Other,0,2021
BYJU'S,Bengaluru,Education,460000000,2021
Annapurna Finance,Bhubaneswar,Banking and Financial Services,30000000,2021
HealthPlix,Bengaluru,Healthcare and Fitness,13500000,2021
Masai School,Bengaluru,Education,5000000,2021
Bewakoof,Mumbai,E-Commerce and Retail,4000000,2021
IndiaLends,Delhi,Banking and Financial Services,5100000,2021
Stelis Biopharma,Bengaluru,Information Technology (IT),195000000,2021
Tilt,Bengaluru,E-Commerce and Retail,125000,2021
NeoDove,Jaipur,Other,15000000,2021
Zaara Biotech,Kottayam,Information Technology (IT),10000000,2021
KreditBee,Bengaluru,Banking and Financial Services,75000000,2021
True Balance,Gurugram,Banking and Financial Services,10000000,2021
Muvin,Bengaluru,Banking and Financial Services,1000000,2021
Purplle,Mumbai,Fashion and Beauty,45000000,2021
FloBiz,Bengaluru,Information Technology (IT),10000000,2021
Jeevam Health,Delhi,Healthcare and Fitness,1500000,2021
NewLink Group,Beijing,Information Technology (IT),200000000,2021
OZiva,Mumbai,Healthcare and Fitness,12000000,2021
Blive,Panaji,Transportation and Tourism,1000000,2021
Nazara Technologies,Mumbai,Media and Entertainment,30000000,2021
Euler Motors,Delhi,Manufacturing,2600000,2021
Pixxel,Bengaluru,Information Technology (IT),7300000,2021
Prescinto,Gujarat,Other,3500000,2021
MyGlamm,Mumbai,Fashion and Beauty,20000000,2021
Chirrup,Bengaluru,Media and Entertainment,300000,2021
Policybazaar,Gurugram,Banking and Financial Services,75000000,2021
Livve Homes,Bengaluru,Other,5000000,2021
Juicy Chemistry,Coimbatore,Healthcare and Fitness,6300000,2021
Svasti Microfinance,Mumbai,Banking and Financial Services,4000000,2021
Nexprt,Delhi,Career and Personal Development,2000000,2021
Wysa,Bengaluru,Other,0,2021
Ankur capital,Mumbai,Banking and Financial Services,40000000,2021
Indifi,Gurugram,Banking and Financial Services,5000000,2021
Firmway,Mumbai,Banking and Financial Services,0,2021
Say Cheese,Mumbai,Information Technology (IT),1000000,2021
Indic Inspirations,Pune,Cultural Heritage,300000,2021
Bimaplan,Mumbai,Banking and Financial Services,500000,2021
YAP,Chennai,Banking and Financial Services,10000000,2021
Leap Finance,Bengaluru,Banking and Financial Services,17000000,2021
BlackSoil NBFC,Mumbai,Banking and Financial Services,3000000,2021
OYO,Gurugram,Events and Hospitality,200000000,2021
Max Healthcare,Delhi,Healthcare and Fitness,140000000,2021
4baseCare,Bengaluru,Healthcare and Fitness,2000000,2021
Ezstays,Delhi,Education,400000,2021
Stylework,Gurugram,Other,500000,2021
Kinara Capital,Bengaluru,Banking and Financial Services,6000000,2021
Riskcovry,Bengaluru,Banking and Financial Services,5000000,2021
NODWIN,Gurugram,Media and Entertainment,20000000,2021
Quizizz,Bengaluru,Education,12500000,2021
Ecom Express,Delhi,E-Commerce and Retail,20000000,2021
Turtlemint,Mumbai,Banking and Financial Services,45000000,2021
Captain Fresh,Bengaluru,E-Commerce and Retail,3000000,2021
Northern Arc,Chennai,Banking and Financial Services,10000000,2021
Qoohoo,Bengaluru,Media and Entertainment,800000,2021
IGL,Mumbai,Media and Entertainment,500000,2021
AMPM,Gurugram,E-Commerce and Retail,200000,2021
The ePlane,Chennai,Media and Entertainment,1000000,2021
Cashify,Gurugram,E-Commerce and Retail,15000000,2021
Bijnis,Delhi,E-Commerce and Retail,0,2021
Questt,Gurugram,Education,1000000,2021
DealShare,Jaipur,E-Commerce and Retail,3000000,2021
Euler Motors,Delhi,Manufacturing,4000000,2021
Blume Ventures,Mumbai,Banking and Financial Services,40000000,2021
KoineArth,Bengaluru,Blockchain,1800000,2021
ImaginXP,Pune,Education,1500000,2021
Virohan,Gurugram,Education,0,2021
Apna.co,Bengaluru,Career and Personal Development,12500000,2021
ideaForge,Mumbai,Media and Entertainment,2000000,2021
Clairco,Bengaluru,Information Technology (IT),500000,2021
Northern Arc,Chennai,Banking and Financial Services,50000000,2021
Lenskart,Faridabad,Fashion and Beauty,95000000,2021
ParkSmart,Delhi,Manufacturing,0,2021
Virohan,Gurugram,Education,3000000,2021
BankSathi,Delhi,Banking and Financial Services,200000,2021
Spark Studio,Bengaluru,Education,0,2021
BlissClub,Bengaluru,Fashion and Beauty,2000000,2021
BricSpaces,Bengaluru,Other,350000,2021
ANSR,Bengaluru,Career and Personal Development,15000000,2021
Keito,Pune,Other,0,2021
Reccy Adventures,Gurugram,Other,400000,2021
Magenta EV,Mumbai,Energy,15000000,2021
Karbon Card,Bengaluru,Banking and Financial Services,1000000,2021
Wysa,Bengaluru,Other,5000000,2021
Agnikul,Chennai,Information Technology (IT),11000000,2021
LegalPay,Delhi,Banking and Financial Services,0,2021
Glamplus,Bengaluru,Other,200000,2021
Tekie,Gurugram,Education,1500000,2021
Asirvad Microfinance,Chennai,Banking and Financial Services,15000000,2021
Avalon Labs,Bengaluru,Banking and Financial Services,0,2021
Betterhalf.ai,Bengaluru,Career and Personal Development,3000000,2021
Koo,Bengaluru,Media and Entertainment,30000000,2021
Rezo.ai,Noida,Other,0,2021
Mentoria,Mumbai,Education,200000,2021
Cuvette Tech,Bengaluru,Career and Personal Development,1800000,2021
Clensta,Delhi,Information Technology (IT),600000,2021
FarMart,Gurugram,Other,24000000,2021
Kodo Card,Mumbai,Banking and Financial Services,8000000,2021
Polygon,Mumbai,Blockchain,0,2021
Get My Parking,Delhi,Other,6000000,2021
Cellestial,Hyderabad,Manufacturing,500000,2021
FanCode,Mumbai,Other,50000000,2021
Jai Kisan,Mumbai,Banking and Financial Services,30000000,2021
Plum,Bengaluru,Healthcare and Fitness,15000000,2021
ThatMate,Satara,Healthcare and Fitness,140000,2021
Klassroom,Mumbai,Education,200000,2021
Convin,Bengaluru,Other,300000,2021
Mensa Brands,Bengaluru,Fashion and Beauty,50000000,2021
Disruptium,Ahmadabad,Career and Personal Development,200000,2021
MedTel Healthcare,Orissia,Healthcare and Fitness,5000000,2021
Pickright Technologies,Bengaluru,Banking and Financial Services,200000,2021
Ingenium,Delhi,Education,0,2021
BharatPe,Delhi,Banking and Financial Services,6000000,2021
RuleZero,Bengaluru,Information Technology (IT),1000000,2021
Rubix Data Sciences,Mumbai,Other,800000,2021
Locobuzz,Mumbai,Information Technology (IT),4000000,2021
We Founder Circle,Mumbai,Banking and Financial Services,2000000,2021
Haqdarshak,Jaipur,Banking and Financial Services,800000,2021
Celcius,Mumbai,Transportation and Tourism,0,2021
Enthu.ai,Chandigarh,Other,200000,2021
Myelin Foundry,Bengaluru,Other,1000000,2021
SuperOps.ai,Chennai,Other,3000000,2021
6Degree,Mumbai,E-Commerce and Retail,1000000,2021
Teachmint,Bengaluru,Education,16500000,2021
Sarathi,Jodhpur,Healthcare and Fitness,100000,2021
Jidoka Technologies,Chennai,Information Technology (IT),340000,2021
Rapido,Bengaluru,Transportation and Tourism,43000000,2021
BYJU'S,Bengaluru,Education,150000000,2021
ElasticRun,Pune,E-Commerce and Retail,75000000,2021
Avail Finance,Bengaluru,Banking and Financial Services,3000000,2021
Nivesh,Noida,Banking and Financial Services,1600000,2021
Thingsup,Pune,Other,1000000,2021
Arthya Wealth and Investments,Mumbai,Banking and Financial Services,1000000,2021
Zepto,Mumbai,E-Commerce and Retail,60000000,2021
Fi,Bengaluru,Banking and Financial Services,50000000,2021
Kiko Live,Gurugram,E-Commerce and Retail,1000000,2021
TurboHire,Hyderabad,Information Technology (IT),0,2021
The Hosteller,Mumbai,Events and Hospitality,1000000,2021
SatSure,Bengaluru,Defense,0,2021
Ruptok Fintech,Delhi,Banking and Financial Services,2000000,2021
VilCart,Bengaluru,E-Commerce and Retail,2000000,2021
Dogsee Chew,Bengaluru,Agriculture and Food Production,7000000,2021
Advantage Club,Gurugram,Career and Personal Development,3300000,2021
TRDR,Bengaluru,Banking and Financial Services,150000,2021
Zoomcar,Bengaluru,Other,92000000,2021
Leap India,Mumbai,Transportation and Tourism,10000000,2021
SuperBottoms,Mumbai,E-Commerce and Retail,400000,2021
Cora Health,Bengaluru,Healthcare and Fitness,600000,2021
Battery Smart,Delhi,Other,7000000,2021
The Good Glamm Group,Pune,Information Technology (IT),150000000,2021
Mosaic Wellness,Mumbai,Healthcare and Fitness,24000000,2021
CloudFiles,Bengaluru,Other,300000,2021
The Viral Fever,Mumbai,Media and Entertainment,2000000,2021
Xpand,Delhi,E-Commerce and Retail,1500000,2021
Troo Good,Hyderabad,E-Commerce and Retail,7000000,2021
Prodo,Delhi,E-Commerce and Retail,300000,2021
Unnati,Noida,Banking and Financial Services,7000000,2021
Lysto,Bengaluru,Other,3000000,2021
Wakefit,Bengaluru,Manufacturing,20000000,2021
Buyofuel,Coimbatore,Energy,100000,2021
ElectricPe,Bengaluru,Other,3000000,2021
Vayana Network,Pune,Banking and Financial Services,30000000,2021
Valuationary,Surat,Education,100000,2021
Knocksense,Lucknow,Media and Entertainment,150000,2021
Petpooja,Ahmedabad,Information Technology (IT),4500000,2021
Wingreens Farms,Gurugram,Agriculture and Food Production,17000000,2021
Doola,New York,Other,3000000,2021
EyeMyEye,Gurugram,Fashion and Beauty,2000000,2021
Bombay Hemp Company,Mumbai,Manufacturing,2000000,2021
DGV,Bengaluru,Information Technology (IT),3000000,2021
GuardianLink,Chennai,Information Technology (IT),12000000,2021
Clinikk,Bengaluru,Healthcare and Fitness,4000000,2021
Toplyne,Bengaluru,Information Technology (IT),2500000,2021
Mensa,Bengaluru,E-Commerce and Retail,135000000,2021
GENLEAP,Haryana,Career and Personal Development,8000000,2021
Planys,Chennai,Transportation and Tourism,1600000,2021
Wonderchef,Mumbai,E-Commerce and Retail,20000000,2021
GoKwik,Delhi,Information Technology (IT),15000000,2021
Velocity,Bengaluru,Banking and Financial Services,20000000,2021
SalaryBox,Gurugram,Banking and Financial Services,4000000,2021
Boingg,Gurugram,Manufacturing,200000,2021
Better Capital,Santra,Banking and Financial Services,15000000,2021
Tickertape,Bengaluru,Banking and Financial Services,5000000,2021
Zenpay Solutions,Delhi,Banking and Financial Services,0,2021
Disprz,Mumbai,Education,13000000,2021
Arbo Works,Mountain View,Information Technology (IT),0,2021
Inzpira,Trivandrum,Education,300000,2021
Defy,Bengaluru,Banking and Financial Services,5500000,2021
Mindhouse,Gurugram,Healthcare and Fitness,6000000,2021
Homversity,Ahmedabad,Real Estate,155000,2021
Toppersnotes,Jaipur,Education,1000000,2021
NoBroker.com,Bengaluru,Other,2100000,2021
Haber,Pune,Manufacturing,20000000,2021
True Balance,Gurugram,Banking and Financial Services,30000000,2021
